next-url:minimal_configuration.data
meter-data:on
tangent,1,0,0.0,-1
tangent,1,31,0.03142626604335115,-1
tangent,1,63,0.06291466725364976,-1
tangent,1,94,0.09452783117928205,-1
tangent,1,126,0.12632937844610817,-1
tangent,1,157,0.15838444032453627,-1
tangent,1,188,0.19076020221856674,-1
tangent,1,220,0.22352648289714908,-1
tangent,1,251,0.25675636036772675,-1
tangent,1,283,0.2905268567319164,-1
tangent,1,314,0.32491969623290623,-1
tangent,1,346,0.3600221530957565,-1
tangent,1,377,0.39592800879772116,-1
tangent,1,408,0.4327386422474258,-1
tangent,1,440,0.47056428121225136,-1
tangent,1,471,0.5095254494944287,-1
tangent,1,503,0.54975465219277,-1
tangent,1,534,0.5913983513994711,-1
tangent,1,565,0.6346192975441481,-1
tangent,1,597,0.6795992982245266,-1
tangent,1,628,0.726542528005361,-1
tangent,1,660,0.7756795110496133,-1
tangent,1,691,0.8272719459724759,-1
tangent,1,723,0.8816185923631895,-1
tangent,1,754,0.9390625058174928,-1
tangent,1,785,1.0000000000000007,-1
tangent,1,817,1.0648918403247927,-1
tangent,1,848,1.1342773492554064,-1
tangent,1,880,1.20879235040961,-1
tangent,1,911,1.289192231785068,-1
tangent,1,942,1.3763819204711751,-1
tangent,1,974,1.4714553158199708,-1
tangent,1,1005,1.5757478599686527,-1
tangent,1,1037,1.6909076557850133,-1
tangent,1,1068,1.8189932472810688,-1
tangent,1,1100,1.9626105055051537,-1
tangent,1,1131,2.1251081731572063,-1
tangent,1,1162,2.310863653882415,-1
tangent,1,1194,2.5257116894473106,-1
tangent,1,1225,2.777606853914982,-1
tangent,1,1257,3.077683537175262,-1
tangent,1,1288,3.44202257666923,-1
tangent,1,1319,3.8947428549298744,-1
tangent,1,1351,4.473742829211575,-1
tangent,1,1382,5.242183581113205,-1
tangent,1,1414,6.313751514675086,-1
tangent,1,1445,,-1
tangent,1,1477,,-1
tangent,1,1508,,-1
tangent,1,1539,,-1
tangent,1,1571,,-1
tangent,1,1602,,-1
tangent,1,1634,,-1
tangent,1,1665,,-1
tangent,1,1696,,-1
tangent,1,1728,-6.3137515146749825,-1
tangent,1,1759,-5.242183581113133,-1
tangent,1,1791,-4.473742829211521,-1
tangent,1,1822,-3.894742854929833,-1
tangent,1,1854,-3.4420225766691974,-1
tangent,1,1885,-3.0776835371752354,-1
tangent,1,1916,-2.7776068539149597,-1
tangent,1,1948,-2.525711689447292,-1
tangent,1,1979,-2.3108636538823992,-1
tangent,1,2011,-2.1251081731571926,-1
tangent,1,2042,-1.9626105055051424,-1
tangent,1,2073,-1.8189932472810597,-1
tangent,1,2105,-1.690907655785006,-1
tangent,1,2136,-1.575747859968647,-1
tangent,1,2168,-1.471455315819966,-1
tangent,1,2199,-1.3763819204711711,-1
tangent,1,2231,-1.289192231785065,-1
tangent,1,2262,-1.208792350409608,-1
tangent,1,2293,-1.1342773492554048,-1
tangent,1,2325,-1.0648918403247918,-1
tangent,1,2356,-1.0000000000000002,-1
tangent,1,2388,-0.9390625058174928,-1
tangent,1,2419,-0.88161859236319,-1
tangent,1,2450,-0.8272719459724767,-1
