next-url:weather_demo.data
weather_demo,1,1,CULVER CITY,2000-01-01,0.12,58,51,-1
weather_demo,1,2,CULVER CITY,2000-01-02,0.00,66,44,-1
weather_demo,1,3,CULVER CITY,2000-01-03,0.00,60,44,-1
weather_demo,1,4,CULVER CITY,2000-01-04,0.00,68,47,-1
weather_demo,1,5,CULVER CITY,2000-01-05,0.00,73,44,-1
weather_demo,1,6,CULVER CITY,2000-01-06,0.00,71,42,-1
weather_demo,1,7,CULVER CITY,2000-01-07,0.00,71,42,-1
weather_demo,1,8,CULVER CITY,2000-01-08,0.00,62,41,-1
weather_demo,1,9,CULVER CITY,2000-01-09,0.00,62,42,-1
weather_demo,1,10,CULVER CITY,2000-01-10,0.00,,,-1
weather_demo,1,11,CULVER CITY,2000-01-11,0.00,,,-1
weather_demo,1,12,CULVER CITY,2000-01-12,0.00,62,48,-1
weather_demo,1,13,CULVER CITY,2000-01-13,0.00,73,46,-1
weather_demo,1,14,CULVER CITY,2000-01-14,0.00,75,46,-1
weather_demo,1,15,CULVER CITY,2000-01-15,0.00,73,57,-1
weather_demo,1,16,CULVER CITY,2000-01-16,0.00,69,59,-1
weather_demo,1,17,CULVER CITY,2000-01-17,,,,-1
weather_demo,1,18,CULVER CITY,2000-01-18,0.04,76,58,-1
weather_demo,1,19,CULVER CITY,2000-01-19,0.00,70,54,-1
weather_demo,1,20,CULVER CITY,2000-01-20,0.00,69,57,-1
weather_demo,1,21,CULVER CITY,2000-01-21,0.00,62,57,-1
weather_demo,1,22,CULVER CITY,2000-01-22,0.00,62,53,-1
weather_demo,1,23,CULVER CITY,2000-01-23,0.01,65,51,-1
weather_demo,1,24,CULVER CITY,2000-01-24,0.01,71,56,-1
weather_demo,1,25,CULVER CITY,2000-01-25,0.54,65,57,-1
weather_demo,1,26,CULVER CITY,2000-01-26,0.11,66,48,-1
weather_demo,1,27,CULVER CITY,2000-01-27,0.00,67,48,-1
weather_demo,1,28,CULVER CITY,2000-01-28,0.00,69,45,-1
weather_demo,1,29,CULVER CITY,2000-01-29,0.00,62,44,-1
weather_demo,1,30,CULVER CITY,2000-01-30,0.02,60,53,-1
weather_demo,1,31,CULVER CITY,2000-01-31,0.30,63,54,-1
weather_demo,1,32,CULVER CITY,2000-02-01,0.00,73,50,-1
weather_demo,1,33,CULVER CITY,2000-02-02,0.00,80,56,-1
weather_demo,1,34,CULVER CITY,2000-02-03,0.00,74,48,-1
weather_demo,1,35,CULVER CITY,2000-02-04,0.00,65,53,-1
weather_demo,1,36,CULVER CITY,2000-02-05,0.00,66,43,-1
weather_demo,1,37,CULVER CITY,2000-02-06,0.00,70,36,-1
weather_demo,1,38,CULVER CITY,2000-02-07,0.00,70,42,-1
weather_demo,1,39,CULVER CITY,2000-02-08,0.00,73,53,-1
weather_demo,1,40,CULVER CITY,2000-02-09,0.00,62,39,-1
weather_demo,1,41,CULVER CITY,2000-02-10,0.51,62,48,-1
weather_demo,1,42,CULVER CITY,2000-02-11,0.03,61,39,-1
weather_demo,1,43,CULVER CITY,2000-02-12,0.65,61,,-1
weather_demo,1,44,CULVER CITY,2000-02-13,0.61,59,,-1
weather_demo,1,45,CULVER CITY,2000-02-14,0.11,64,41,-1
weather_demo,1,46,CULVER CITY,2000-02-15,0.01,64,43,-1
weather_demo,1,47,CULVER CITY,2000-02-16,0.60,59,51,-1
weather_demo,1,48,CULVER CITY,2000-02-17,0.17,,,-1
weather_demo,1,49,CULVER CITY,2000-02-19,0.00,77,44,-1
weather_demo,1,50,CULVER CITY,2000-02-20,0.20,69,53,-1
weather_demo,1,51,CULVER CITY,2000-02-21,1.83,61,47,-1
weather_demo,1,52,CULVER CITY,2000-02-22,0.03,62,49,-1
weather_demo,1,53,CULVER CITY,2000-02-23,0.96,56,52,-1
weather_demo,1,54,CULVER CITY,2000-02-24,0.00,58,,-1
weather_demo,1,55,CULVER CITY,2000-02-25,0.01,61,49,-1
weather_demo,1,56,CULVER CITY,2000-02-26,0.00,63,,-1
weather_demo,1,57,CULVER CITY,2000-02-27,0.30,58,38,-1
weather_demo,1,58,CULVER CITY,2000-02-28,0.00,61,,-1
weather_demo,1,59,CULVER CITY,2000-02-29,0.00,61,,-1
weather_demo,1,60,CULVER CITY,2000-03-01,0.00,63,32,-1
weather_demo,1,61,CULVER CITY,2000-03-02,0.00,67,34,-1
weather_demo,1,62,CULVER CITY,2000-03-03,0.00,62,43,-1
weather_demo,1,63,CULVER CITY,2000-03-04,0.28,59,41,-1
weather_demo,1,64,CULVER CITY,2000-03-05,,,,-1
weather_demo,1,65,CULVER CITY,2000-03-06,0.01,56,43,-1
weather_demo,1,66,CULVER CITY,2000-03-07,0.01,57,44,-1
weather_demo,1,67,CULVER CITY,2000-03-08,0.52,58,50,-1
weather_demo,1,68,CULVER CITY,2000-03-09,0.04,61,45,-1
weather_demo,1,69,CULVER CITY,2000-03-10,0.00,66,31,-1
weather_demo,1,70,CULVER CITY,2000-03-11,0.00,76,10,-1
weather_demo,1,71,CULVER CITY,2000-03-12,0.00,73,,-1
weather_demo,1,72,CULVER CITY,2000-03-13,0.00,,53,-1
weather_demo,1,73,CULVER CITY,2000-03-14,0.00,64,53,-1
weather_demo,1,74,CULVER CITY,2000-03-15,0.00,68,52,-1
weather_demo,1,75,CULVER CITY,2000-03-16,0.00,65,54,-1
weather_demo,1,76,CULVER CITY,2000-03-17,0.00,67,53,-1
weather_demo,1,77,CULVER CITY,2000-03-18,0.00,72,52,-1
weather_demo,1,78,CULVER CITY,2000-03-19,0.00,71,52,-1
weather_demo,1,79,CULVER CITY,2000-03-20,0.00,72,51,-1
weather_demo,1,80,CULVER CITY,2000-03-21,0.00,72,52,-1
weather_demo,1,81,CULVER CITY,2000-03-22,0.00,72,49,-1
weather_demo,1,82,CULVER CITY,2000-03-23,0.00,66,49,-1
weather_demo,1,83,CULVER CITY,2000-03-24,0.00,64,50,-1
weather_demo,1,84,CULVER CITY,2000-03-25,0.00,64,51,-1
weather_demo,1,85,CULVER CITY,2000-03-26,0.00,65,48,-1
weather_demo,1,86,CULVER CITY,2000-03-27,0.00,65,54,-1
weather_demo,1,87,CULVER CITY,2000-03-28,0.00,65,53,-1
weather_demo,1,88,CULVER CITY,2000-03-29,0.00,65,52,-1
weather_demo,1,89,CULVER CITY,2000-03-30,0.00,66,51,-1
weather_demo,1,90,CULVER CITY,2000-03-31,0.00,84,48,-1
weather_demo,1,91,CULVER CITY,2000-04-01,0.00,80,59,-1
weather_demo,1,92,CULVER CITY,2000-04-02,0.00,77,54,-1
weather_demo,1,93,CULVER CITY,2000-04-03,0.00,77,54,-1
weather_demo,1,94,CULVER CITY,2000-04-04,0.00,68,54,-1
weather_demo,1,95,CULVER CITY,2000-04-05,0.00,67,53,-1
